author_id,created_at,lang,id,public_metrics_like_count,public_metrics_retweet_count,public_metrics_reply_count,text,referenced_tweets_type,referenced_tweets_id
19827448,2021-03-28T06:59:43.000Z,fr,1376066452709576706,0,3867,0,je comprends pas pourquoi vous faites toute une histoire du cargo bloqué dans le canal de suez là faut juste nommer une commission pour rendre un avis après on écoute pas l’avis on crée un numéro vert et normalement après c’est résolu en tout cas c’est comme ça qu’on fait ici,retweeted,1375841716142551054
1657852916,2021-03-28T06:59:42.000Z,en,1376066452109848576,1,0,0,@_toyurc Yeah. That one we dey Suez canal fit be Optimus Prime like that. Baba dey chill for wahala to start...,replied_to,1376065907634663427
4715379089,2021-03-28T06:59:42.000Z,en,1376066449727365122,0,5467,0,"BREAKING: the ship stuck in the suez canal has given birth to a healthy litter of three, pictured nursing from their mother https://t.co/5HEg2n3QDJ",retweeted,1375576427915972609
1343287476924731393,2021-03-28T06:59:41.000Z,und,1376066445742764032,0,1,0,@CurbsideRX @Power78269517 @Chicken55834223 https://t.co/Cf9p4DgDjW,retweeted,1376063414490034177
75184094,2021-03-28T06:59:40.000Z,en,1376066443796570115,0,34562,0,Meanwhile in the Suez Canal... https://t.co/kn8FbBCu1K,retweeted,1375580208108044288
155553628,2021-03-28T06:59:40.000Z,en,1376066442160914434,0,8196,0,"There’s definitely a guy at the Suez Canal who started pitching “blow up the boat” like an hour in, and he’s gotta be starting to win people over by now",retweeted,1375905429058940928
736209882475438080,2021-03-28T06:59:38.000Z,en,1376066432887255043,0,22552,0,the boat is stuck in the suez canal like https://t.co/1OWQ9BmETJ,retweeted,1375490602654126084
1235342066,2021-03-28T06:59:38.000Z,en,1376066432061083648,0,34562,0,Meanwhile in the Suez Canal... https://t.co/kn8FbBCu1K,retweeted,1375580208108044288
3153995629,2021-03-28T06:59:38.000Z,en,1376066431838609414,0,22552,0,the boat is stuck in the suez canal like https://t.co/1OWQ9BmETJ,retweeted,1375490602654126084
902944966846144513,2021-03-28T06:59:37.000Z,es,1376066431410970625,0,55,0,🇪🇬⚓️ Así celebran haber movido 30 metros el Ever Given en el Canal de Suez. https://t.co/VJlirVtQbh,retweeted,1376056206721179648
865035804086870018,2021-03-28T06:59:37.000Z,en,1376066427816398850,0,6675,0,My solution as a man for the stuck boat in the Suez Canal https://t.co/btbC3TcoyH,retweeted,1375442751874031619
1348644991422275588,2021-03-28T06:59:37.000Z,en,1376066427673796608,0,0,0,"रुके ना तू, झुके ना तू | सदा चले, थके ना तू | Your skills will improve. The highscore will come. Keep playing. #suezcanal #suezcanalmemes #mpl #MobilePremierLeague https://t.co/W6Ql5JsVPf",retweeted,1376059611157946371
1324138522610176007,2021-03-28T06:59:36.000Z,es,1376066423244648449,0,12,0,"El teniente general Osama Rabei, jefe de la entidad, ha expresado ante la prensa que no cree que el encallamiento del portacontenedores haya sido causado por los fuertes vientos. El rescate de la nave continuará este domigo. #EverGiven #CanaldeSuez https://t.co/8BXffbizZb",retweeted,1376061604538814464
2198451453,2021-03-28T06:59:35.000Z,es,1376066422741291010,0,193,0,Añoranza https://t.co/3WRPvX7W4h a través de @malagahoy_es,retweeted,1376064443830964227
280380521,2021-03-28T06:59:35.000Z,in,1376066421713743873,0,780,0,Fundi wa nguo sahii anaweza ata kuambia material imekwama kwa meli huko suez canal,retweeted,1375867077257527298
3279261781,2021-03-28T06:59:35.000Z,en,1376066421139062785,4,0,0,The only reason I want a boyfriend is for us to wear the inevitable Ever Given and Suez Canal Halloween  couples costume #suezcanal #EverGivenShip #SuezCrisis,,
1195628546099572737,2021-03-28T06:59:35.000Z,tl,1376066420233043968,0,0,0,"@flyingbeast320 Bhai, Suez canal ka engineering solution samjao pls 🙄💡",,
2277312042,2021-03-28T06:59:34.000Z,en,1376066417166934020,0,10,0,Suez canal chief cites possible 'human error' in ship grounding https://t.co/23KQtNkO3e via @TOIWorld https://t.co/0Wp0ANf4Od,retweeted,1376064008051073027
919591065941921792,2021-03-28T06:59:34.000Z,fr,1376066415837507585,0,10726,0,Mais va pousser le bateau qui bloque le canal de suez non ? https://t.co/dEo22x7QAY,retweeted,1375824292999532547
2460305750,2021-03-28T06:59:34.000Z,en,1376066415132807170,0,10591,0,ships will literally block the suez canal instead of going to therapy,retweeted,1375886124053274624
231810392,2021-03-28T06:59:33.000Z,en,1376066410808479746,0,128,0,"PAY ATTENTION TO THE SUEZ CANAL, A MAJOR SHIPPING LANE FOR WORLDWIDE GOODS OR EVILS, AND A SHIP, which has blocked the canal, NAMED AFTER HILLARY CLINTON’S SECRET SERVICE NAME…..EVERGREEN….hmmmmm……

https://t.co/iLaDYcbEJo",retweeted,1375857508363997185
2739490838,2021-03-28T06:59:31.000Z,en,1376066403195707396,0,17887,0,my solution for the Suez Canal problem https://t.co/pc1hCR4hsr,retweeted,1375537196275535875
253647516,2021-03-28T06:59:31.000Z,en,1376066402520424456,0,0,0,2 tugboats speed to Egypt's Suez Canal as shippers avoid it https://t.co/ruIvDu0Oyj,,
1208953637151490048,2021-03-28T06:59:30.000Z,en,1376066399974518787,0,10591,0,ships will literally block the suez canal instead of going to therapy,retweeted,1375886124053274624
635546049,2021-03-28T06:59:30.000Z,en,1376066399177646082,0,34562,0,Meanwhile in the Suez Canal... https://t.co/kn8FbBCu1K,retweeted,1375580208108044288
1069952706951823360,2021-03-28T06:59:28.000Z,en,1376066393406283776,0,10,0,Suez canal chief cites possible 'human error' in ship grounding https://t.co/23KQtNkO3e via @TOIWorld https://t.co/0Wp0ANf4Od,retweeted,1376064008051073027
306023288,2021-03-28T06:59:28.000Z,en,1376066391141310464,0,445,0,"Egypt's newspapers today report that the Suez canal has been opened and traffic is flowing through it normally. Meanwhile the entire planet knows this is not true. This is Sisi's Egypt, in all its humiliation. Egypt deserves better than this. https://t.co/cbphyrAcVL",retweeted,1375886841128349702
4219957371,2021-03-28T06:59:27.000Z,fr,1376066389165887488,0,285,0,Le canal de Suez noircit par Google Earth. On se demande bien pourquoi et de quoi ils ont peur 🤔 https://t.co/SwsS76Ilth,retweeted,1375923814408847365
21132003,2021-03-28T06:59:26.000Z,es,1376066381733638144,0,57,0,"Entupiu o canal! - Xadrez Verbal Podcast #253 - Europa, Pacífico e Canal de Suez https://t.co/gd6GXDCXeO",retweeted,1375884940592746498
273097363,2021-03-28T06:59:26.000Z,en,1376066381398085639,0,8196,0,"There’s definitely a guy at the Suez Canal who started pitching “blow up the boat” like an hour in, and he’s gotta be starting to win people over by now",retweeted,1375905429058940928
147491390,2021-03-28T06:59:25.000Z,en,1376066379720183816,7,5,4,"At least 321 vessels are currently jammed around the Suez Canal awaiting salvage of the giant container ship Ever Given that has been stuck and blocking the vital waterway since Tuesday, chairman of the Suez Canal Authority (SCA) said Saturday. https://t.co/pMkjBd1jzF https://t.co/bl8RyV7J7O",,
708457940060131328,2021-03-28T06:59:24.000Z,en,1376066372917166083,0,34562,0,Meanwhile in the Suez Canal... https://t.co/kn8FbBCu1K,retweeted,1375580208108044288
1220610861045374976,2021-03-28T06:59:22.000Z,es,1376066368395706370,0,0,0,"La crisis del canal de Suez da la puntilla al comercio mundial
 -  https://t.co/QnI89whatv",,
1228256622725779456,2021-03-28T06:59:22.000Z,en,1376066367401693184,0,3891,0,Suez Canal exclusive interview: https://t.co/DfMwZzwjrV,retweeted,1376051298387128324
860671598,2021-03-28T06:59:21.000Z,en,1376066363836481536,0,22552,0,the boat is stuck in the suez canal like https://t.co/1OWQ9BmETJ,retweeted,1375490602654126084
16788620,2021-03-28T06:59:21.000Z,en,1376066362750103552,0,19077,0,"Breaking News:

The cargo ship stuck in the Suez Canal is blocking so much important and useful stuff that they have decided to rename it 
""Mitch McConnell""",retweeted,1375928175453204482
187517194,2021-03-28T06:59:21.000Z,en,1376066362565607426,1,0,0,Rerouting: Suez Canal jam sends ripple through global trade https://t.co/gVA1bmFRLK,,
202007411,2021-03-28T06:59:21.000Z,en,1376066360640483329,0,19077,0,"Breaking News:

The cargo ship stuck in the Suez Canal is blocking so much important and useful stuff that they have decided to rename it 
""Mitch McConnell""",retweeted,1375928175453204482
873780536,2021-03-28T06:59:18.000Z,en,1376066351543021568,0,6675,0,My solution as a man for the stuck boat in the Suez Canal https://t.co/btbC3TcoyH,retweeted,1375442751874031619
526670033,2021-03-28T06:59:17.000Z,en,1376066346295959552,0,2162,0,"Blockage Cleared, Ships Moving At Record Speed As Chick-Fil-A Workers Put In Charge Of Suez Canal
https://t.co/FnKTnqvRi9",retweeted,1375844840039018498
1131122540200390661,2021-03-28T06:59:17.000Z,en,1376066344085385219,0,99,0,"Suez Canal blockage worsens toilet paper situation worldwide 

https://t.co/fMI6eRRoEy",retweeted,1376056458442379266
2477176031,2021-03-28T06:59:17.000Z,ca,1376066343724781568,0,1,0,"Després de la impressionant Lluna Plena d'aquesta nit, avui ens espera un diumenge estable, amb molt de sol i temperatures per sobre dels 20ºC! ☀️

Lluna Plena = puja la marea ▶️ desbloqueig canal Suez...? 🤪 què en penseu? https://t.co/vJbzEuB9BP",retweeted,1376065198453366785
93224382,2021-03-28T06:59:16.000Z,en,1376066340184801281,0,34562,0,Meanwhile in the Suez Canal... https://t.co/kn8FbBCu1K,retweeted,1375580208108044288
1168472873066909698,2021-03-28T06:59:15.000Z,en,1376066338150486024,3,0,0,The SC stands for Suez Canal.....,,
23561776,2021-03-28T06:59:15.000Z,en,1376066337601032192,1,0,0,"So back in 60s the Suez canal did get blocked for 8 years. However that was intentionally done by Egypt due to war with Israel. More here:
https://t.co/jYdbFco2c3",,
1569026694,2021-03-28T06:59:15.000Z,und,1376066337211097091,0,0,0,https://t.co/12gPpnuvXh,,
2446469132,2021-03-28T06:59:15.000Z,en,1376066335784853510,0,6675,0,My solution as a man for the stuck boat in the Suez Canal https://t.co/btbC3TcoyH,retweeted,1375442751874031619
885244892682780673,2021-03-28T06:59:15.000Z,en,1376066335231373312,0,34562,0,Meanwhile in the Suez Canal... https://t.co/kn8FbBCu1K,retweeted,1375580208108044288
1186917396096978945,2021-03-28T06:59:14.000Z,en,1376066332752556035,0,204,0,"UPDATE - Latest attempt to refloat ship blocking Suez Canal fails, efforts to continue Sunday.",retweeted,1375965544323690502
728911569074020352,2021-03-28T06:59:13.000Z,en,1376066328545484800,0,1307,0,The footage below traces the path of the EverGreen Ship that blocked the canal. #SuezCanal #SuezBLOCKED #SuezCrisis https://t.co/7I39HoS8Ci,retweeted,1375845970584301571
955290620674756608,2021-03-28T06:59:13.000Z,en,1376066327782158346,0,20,0,69. Suez Canal Issue SOLVED! https://t.co/EyjqksC27K,retweeted,1375940596804808709
3406088807,2021-03-28T06:59:12.000Z,es,1376066323608788993,0,4,0,"¿#SabíasQue unos 200 navíos están bloqueados en las dos extremidades que está bloqueando el barco encallado en el Canal de Suez?

#OnceNoticias tiene la historia. 🗞️👇
https://t.co/2X0AaTrXx2",retweeted,1376051427395559432
1062480362,2021-03-28T06:59:11.000Z,en,1376066321125756940,0,198,0,Traffic jam at both ends of Suez Canal!! https://t.co/TGCnesntdC,retweeted,1376055111592472580
4343200905,2021-03-28T06:59:11.000Z,en,1376066319880220673,0,4,0,@goodblackdude @7tine76 From what I’ve witnessed most Biden voters don’t even have a clue that this is going on. What ship? What’s the Suez Canal? What’s new on Netflix?,retweeted,1375866192024334339
1092378031,2021-03-28T06:59:09.000Z,en,1376066313655844865,6,4,3,Suez canal: Syria 'rations' fuel as efforts to free stuck ship fail https://t.co/RTPjr7t36m,,
821227993741885441,2021-03-28T06:59:08.000Z,en,1376066309293756416,0,8196,0,"There’s definitely a guy at the Suez Canal who started pitching “blow up the boat” like an hour in, and he’s gotta be starting to win people over by now",retweeted,1375905429058940928
1249501827961241600,2021-03-28T06:59:08.000Z,en,1376066306278109188,0,8196,0,"There’s definitely a guy at the Suez Canal who started pitching “blow up the boat” like an hour in, and he’s gotta be starting to win people over by now",retweeted,1375905429058940928
3403682451,2021-03-28T06:59:07.000Z,en,1376066305619603456,3,0,0,#HowTo  unblock Suez canal https://t.co/w9mDdRFYKF,,
2271544739,2021-03-28T06:59:07.000Z,fr,1376066303098753024,0,10726,0,Mais va pousser le bateau qui bloque le canal de suez non ? https://t.co/dEo22x7QAY,retweeted,1375824292999532547
1333217294848204801,2021-03-28T06:59:07.000Z,en,1376066302519861251,0,2095,0,Look who’s stuck in the Suez Canal :/ https://t.co/fQqnIwhKHW,retweeted,1376054133623382020
898013628699377665,2021-03-28T06:59:07.000Z,en,1376066302326894592,0,134,0,"Suez Canal is currently taking in a loss of $14 Million per day. 

Probably not the right time to talk about my salary raise.

#suezcanel #SuezBLOCKED #Suez #Evergreenship #Evergiven",retweeted,1375839220674265096
1232412805816627206,2021-03-28T06:59:06.000Z,en,1376066300699672576,0,3891,0,Suez Canal exclusive interview: https://t.co/DfMwZzwjrV,retweeted,1376051298387128324
1044272969055440897,2021-03-28T06:59:06.000Z,en,1376066299126808578,0,22552,0,the boat is stuck in the suez canal like https://t.co/1OWQ9BmETJ,retweeted,1375490602654126084
210112540,2021-03-28T06:59:06.000Z,en,1376066298489151489,0,3525,0,"And of course, memes can't be missing
#SuezCanal #SuezBlocked #Evergreen https://t.co/7ZmUx7lHoB",retweeted,1374936573469396994
3411424349,2021-03-28T06:59:05.000Z,en,1376066296656261120,0,13980,0,The former traffic reporter in me couldn’t resist giving you a Suez Canal traffic update... https://t.co/1CssLkQDty,retweeted,1375538035551522821
40958756,2021-03-28T06:59:04.000Z,en,1376066289429577728,0,5212,0,"The ship blocking the Suez Canal
to be renamed The McConnell.",retweeted,1375853535733112832
1048179839688220672,2021-03-28T06:59:03.000Z,fr,1376066287428907009,0,10726,0,Mais va pousser le bateau qui bloque le canal de suez non ? https://t.co/dEo22x7QAY,retweeted,1375824292999532547
1047446357819248640,2021-03-28T06:59:03.000Z,fr,1376066285587607552,0,10726,0,Mais va pousser le bateau qui bloque le canal de suez non ? https://t.co/dEo22x7QAY,retweeted,1375824292999532547
571592528,2021-03-28T06:59:03.000Z,en,1376066284849364995,0,310,0,Suez Canal snafu costs $10 billion a day: report https://t.co/4clfnBctu9 https://t.co/q4c0OmRuH9,retweeted,1376056332047032320
769841126496870400,2021-03-28T06:59:02.000Z,en,1376066281959346179,0,176,0,"I truly believe that somewhere, @tomhanks and @akshaykumar must have started thinking of making a movie on this and the work on scripting must have begun 😎😎😎 #SuezCrisis #suezcanel #SuezBLOCKED

https://t.co/l4qUrQxcp8",retweeted,1376031572164415489
2604298789,2021-03-28T06:59:01.000Z,en,1376066280055320576,0,34562,0,Meanwhile in the Suez Canal... https://t.co/kn8FbBCu1K,retweeted,1375580208108044288
58341659,2021-03-28T06:59:01.000Z,en,1376066279455473665,0,526,0,HOW CAN WE USE BLOCKCHAIN TO FIX THE SUEZ CANAL?,retweeted,1375738181916766213
926863932383551489,2021-03-28T06:59:01.000Z,en,1376066277492592642,0,6675,0,My solution as a man for the stuck boat in the Suez Canal https://t.co/btbC3TcoyH,retweeted,1375442751874031619
67401341,2021-03-28T06:59:00.000Z,en,1376066274585796610,0,10591,0,ships will literally block the suez canal instead of going to therapy,retweeted,1375886124053274624
1208077306847092739,2021-03-28T06:58:58.000Z,en,1376066265857466369,0,134,0,"Well, this stands out to be the best of all the Suez Canal things. https://t.co/lLxIfzkoe0",retweeted,1376054474444210176
2861831505,2021-03-28T06:58:58.000Z,en,1376066265027084291,0,17887,0,my solution for the Suez Canal problem https://t.co/pc1hCR4hsr,retweeted,1375537196275535875
333947632,2021-03-28T06:58:57.000Z,es,1376066263483551744,0,26,0,"Fracasa de nuevo el intento de reflotar el Ever Given y debloquear el canal de Suez. 

https://t.co/2MHvRG1S3D https://t.co/zZs98bQWGU",retweeted,1376064092650225666
1305831749520326658,2021-03-28T00:59:58.000Z,und,1375975922365566986,0,58,0,"صور جوية للسفن المنتظرة على مدخل قناه السويس اليوم.

An aerial view taken on March 27, 2021 from the porthole of a commercial plane shows stranded ships waiting in queue in the Gulf of Suez to cross the Suez Canal at its southern entrance near the Red Sea port city of Suez, https://t.co/hrv6xp0OLr",retweeted,1375961711098933248
606812685,2021-03-28T00:59:58.000Z,en,1375975919081381895,0,19077,0,"Breaking News:

The cargo ship stuck in the Suez Canal is blocking so much important and useful stuff that they have decided to rename it 
""Mitch McConnell""",retweeted,1375928175453204482
3987437833,2021-03-28T00:59:58.000Z,en,1375975918838013955,0,34562,0,Meanwhile in the Suez Canal... https://t.co/kn8FbBCu1K,retweeted,1375580208108044288
949074579355586561,2021-03-28T00:59:57.000Z,pt,1375975916220919810,0,644,0,"Imagens da chegada de CID Gomes no Egito, sua missão é desencalhar o navio que está trancando o canal de Suez.
Agora vai. https://t.co/X3jsKeXoEN",retweeted,1375974260926205954
306889941,2021-03-28T00:59:57.000Z,en,1375975914425643011,0,34562,0,Meanwhile in the Suez Canal... https://t.co/kn8FbBCu1K,retweeted,1375580208108044288
209033004,2021-03-28T00:59:56.000Z,pt,1375975913628839950,0,137,0,Enquanto isso no canal de Suez... https://t.co/ArNcojSZoV,retweeted,1375777225715412993
2663720876,2021-03-28T00:59:56.000Z,en,1375975912848683016,0,5467,0,"BREAKING: the ship stuck in the suez canal has given birth to a healthy litter of three, pictured nursing from their mother https://t.co/5HEg2n3QDJ",retweeted,1375576427915972609
1307105408453095425,2021-03-28T00:59:56.000Z,es,1375975912618008578,0,48,0,RT @ZMyBerg: Alguien puede corroborar si es cierto que la cenadora Citlali fue de vacaciones al canal de Suez en Egipto? https://t.co/z98O6…,retweeted,1375975731122073601
1183452874036006913,2021-03-28T00:59:56.000Z,en,1375975911875440644,0,19077,0,"Breaking News:

The cargo ship stuck in the Suez Canal is blocking so much important and useful stuff that they have decided to rename it 
""Mitch McConnell""",retweeted,1375928175453204482
72594300,2021-03-28T00:59:55.000Z,pt,1375975909828800514,0,25,0,"'os professores de história vão amar contar como um navio entalado no suez derrubou o capitalismo'
o professor nem contou que o canal já ficou bloqueado por 8 anos a partir da guerra de 67 e o capitalismo continua aí",retweeted,1375804490260045825
1061269805410516992,2021-03-28T00:59:55.000Z,en,1375975909694574593,0,19077,0,"Breaking News:

The cargo ship stuck in the Suez Canal is blocking so much important and useful stuff that they have decided to rename it 
""Mitch McConnell""",retweeted,1375928175453204482
888993359225901056,2021-03-28T00:59:55.000Z,en,1375975907102486537,0,19077,0,"Breaking News:

The cargo ship stuck in the Suez Canal is blocking so much important and useful stuff that they have decided to rename it 
""Mitch McConnell""",retweeted,1375928175453204482
2861398355,2021-03-28T00:59:54.000Z,en,1375975904632004611,0,5467,0,"BREAKING: the ship stuck in the suez canal has given birth to a healthy litter of three, pictured nursing from their mother https://t.co/5HEg2n3QDJ",retweeted,1375576427915972609
1204515246104350721,2021-03-28T00:59:54.000Z,en,1375975904090918915,0,5212,0,"The ship blocking the Suez Canal
to be renamed The McConnell.",retweeted,1375853535733112832
1225238537924116483,2021-03-28T00:59:54.000Z,en,1375975902882971651,0,1008,0,Why is there a media blackout on the cargo ship that’s  stuck in the Suez Canal?,retweeted,1375609652017299461
1081407529605890048,2021-03-28T00:59:53.000Z,pt,1375975898256707586,0,644,0,"Imagens da chegada de CID Gomes no Egito, sua missão é desencalhar o navio que está trancando o canal de Suez.
Agora vai. https://t.co/X3jsKeXoEN",retweeted,1375974260926205954
753352292875792384,2021-03-28T00:59:52.000Z,en,1375975895329030148,0,6,0,Waiting for some degenerate cosplayer to cosplay the boat blocking up the Suez Canal. Sensing a bathtub photo shoot of “thicc boat chan”,retweeted,1375682040192884740
2806484117,2021-03-28T00:59:52.000Z,en,1375975894519451648,0,19077,0,"Breaking News:

The cargo ship stuck in the Suez Canal is blocking so much important and useful stuff that they have decided to rename it 
""Mitch McConnell""",retweeted,1375928175453204482
1318371516791226368,2021-03-28T00:59:52.000Z,en,1375975894410399745,0,642,0,"Breaking ...

Problem more serious than the Suez Canal emerges. https://t.co/FM5sLJKYSF",retweeted,1375838517910237185
1207476762260758530,2021-03-28T00:59:52.000Z,en,1375975893315821569,0,168,0,Great animation by Maritime Casualty Specialists on how the #evergiven accident happened! Oversteering + excessive speed. Collision with canal wall started earlier with ship overcorrecting several times. Thanks @stevemcb263 for find. #evergreen #SuezBLOCKED #suez #egypt #shipping https://t.co/pVy32pRJua,retweeted,1375951691170816002
1244638088606998529,2021-03-28T00:59:51.000Z,pt,1375975890274947075,0,159,0,Bruno Viana e Rodrigo Caio = navio impedindo a passagem no canal de Suez,retweeted,1375963295245549568
1251291250663309312,2021-03-28T00:59:51.000Z,en,1375975889968717825,0,19077,0,"Breaking News:

The cargo ship stuck in the Suez Canal is blocking so much important and useful stuff that they have decided to rename it 
""Mitch McConnell""",retweeted,1375928175453204482
14050138,2021-03-28T00:59:51.000Z,en,1375975889930948619,0,66,0,"this what was happening on that ship before it crashed in the Suez Canal 
 https://t.co/vnZH2UJ86N",retweeted,1375963984239722497
417496695,2021-03-28T00:59:50.000Z,en,1375975887993237505,0,227,0,Have they tried turning that boat in the Suez Canal off and turning it back on again?,retweeted,1375952827374264325
1235238683827200000,2021-03-28T00:59:50.000Z,en,1375975885375954945,0,988,0,"Suez Canal boat meme, chronic pain edition https://t.co/Do8UAD7Bmu",retweeted,1375562805303201801
350018443,2021-03-28T00:59:49.000Z,en,1375975884784558084,0,123,0,History tells me the shutting down of the Suez Canal is never an accident. https://t.co/Gsny5zCpil,retweeted,1375814145728253956
986293356425654272,2021-03-28T00:59:49.000Z,en,1375975882515357696,0,227,0,"Maxar’s WorldView-3 satellite collected high-resolution imagery of the Suez Canal this morning, with the latest efforts in progress to free the grounded EVER GIVEN container ship. 

Satellite image ©2021 Maxar Technologies: https://t.co/NrbPrwCHO2",retweeted,1375835150865555459
130955366,2021-03-28T00:59:49.000Z,en,1375975880980267012,0,34562,0,Meanwhile in the Suez Canal... https://t.co/kn8FbBCu1K,retweeted,1375580208108044288
433619769,2021-03-28T00:59:48.000Z,en,1375975880351219719,0,10591,0,ships will literally block the suez canal instead of going to therapy,retweeted,1375886124053274624
907476012220391424,2021-03-28T00:59:48.000Z,en,1375975879021486081,0,34562,0,Meanwhile in the Suez Canal... https://t.co/kn8FbBCu1K,retweeted,1375580208108044288
440156342,2021-03-28T00:59:48.000Z,pt,1375975878744797184,0,1,0,o que será que o cara que o comandante do navio que parou o canal de suez deve estar fazendo agora???,retweeted,1375975422358339585
367145633,2021-03-28T00:59:48.000Z,en,1375975878124011520,0,19077,0,"Breaking News:

The cargo ship stuck in the Suez Canal is blocking so much important and useful stuff that they have decided to rename it 
""Mitch McConnell""",retweeted,1375928175453204482
2262262818,2021-03-28T00:59:48.000Z,fr,1375975876484022277,0,10726,0,Mais va pousser le bateau qui bloque le canal de suez non ? https://t.co/dEo22x7QAY,retweeted,1375824292999532547
